CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-g	CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-r	CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-i	CONFIGURATION_14-PLANE_1-OBJECT_2-magnitude-z	WEIGHT
18.59085083	17.54719543	17.1943779	17.00881386	1.0
21.03966141	19.72239685	19.03482437	18.70828819	1.0
23.43704224	22.50187683	21.91567039	21.65650558	1.0
22.2250843	21.8163681	21.71294975	21.57469559	1.0
21.08764076	20.71835709	20.58398819	20.55315018	1.0
23.11122131	21.8334465	21.3055706	20.9708271	1.0
23.86948586	22.82137299	22.37486076	22.21508408	1.0
24.24783325	23.26526642	22.82146645	22.4568634	1.0
23.5901165	22.22698975	21.41784096	21.19352722	1.0
22.34678459	20.87992668	19.8856945	19.45010376	1.0
24.08529663	22.91243172	22.59614182	22.41688728	1.0
24.60616875	23.54747581	22.70680618	22.25769997	1.0
24.03801346	22.4434433	21.84837341	21.63031578	1.0
21.34582901	19.85875511	18.61302185	18.10561943	1.0
20.40250397	18.94229507	17.67884445	17.15514374	1.0
